,article_index,article_title,article_date,sentence,category,auto_tagged_voice
963,568,"Nine Americans dead, more missing as Israel declares war against Hamas",10/8/2023,"
The  Associated  Press  reported  Sunday  that  France's  foreign  ministry  said  a  French  woman  had  died  in  Israel  and  that  the  Belarusian  Foreign  Ministry  said  two  of  its  citizens  were  injured,  one  critically,  during  shelling  in  the  coastal  city  of  Ashkelon.
",israel,ACTIVE
964,570,AI is ripping off authors’ hard work,10/19/2023," The  story  of  beheaded  Israeli  babies  sickened  millions  before  doubts  about  its  veracity  undermined  many  other  infants'  very  real  deaths  in  this  war.
",israel,
965,572,"Biden may link Ukraine and Israel aid requests, despite GOP opposition",10/10/2023,"
More  than  1,000  people  in  Israel  and  Gaza,  including  nine  U.S.  citizens,  have  died  in  the  fighting  so  far. ",both,ACTIVE
966,572,"Biden may link Ukraine and Israel aid requests, despite GOP opposition",10/10/2023,"
""We  in  Ukraine  have  a  special  feeling  about  what  has  happened,""  Ukrainian  President  Volodymyr  Zelensky  posted  Saturday  on  X.  ""Thousands  of  rockets  in  the  Israeli  sky  ...  People  killed  just  on  the  streets  ...  Civilian  cars  shot  through  ...  Detainees  being  humiliated  ...  Our  position  is  crystal  clear:  anyone  who  causes  terror  and  death  anywhere  on  the  planet  must  be  held  accountable.""
",israel,ACTIVE
967,572,"Biden may link Ukraine and Israel aid requests, despite GOP opposition",10/10/2023,"
""We  in  Ukraine  have  a  special  feeling  about  what  has  happened,""  Ukrainian  President  Volodymyr  Zelensky  posted  Saturday  on  X.  ""Thousands  of  rockets  in  the  Israeli  sky  ...  People  killed  just  on  the  streets  ...  Civilian  cars  shot  through  ...  Detainees  being  humiliated  ...  Our  position  is  crystal  clear:  anyone  who  causes  terror  and  death  anywhere  on  the  planet  must  be  held  accountable.""
",israel,ACTIVE
968,573,Residents of Gaza reel from Israeli airstrikes and brace for an all-out war,10/9/2023," More  than  400  people  have  been  killed,  according  to  the  Palestinian  Health  Ministry,  including  78children.
",palestine,PASSIVE
969,574,"U.S., Qatar to stop Iran from tapping $6 billion fund after Hamas attack",10/13/2023,"
""The  world  just  changed,  and  it  changed  because  Iran  has  built  a  barbaric  terrorist  organization  inside  Gaza  that  just  raped  and  murdered  hundreds  of  Israelis,""  said  Sen.  Chris  Murphy  (D-Conn.),  a  leading  Democrat  on  the  Senate  Foreign  Relations  Committee. ",israel,
970,576,"As bombs fall and border crossings close, Gazans have nowhere to run",10/10/2023,"
Israel  announced  a  ""complete  siege""  of  the  Gaza  Strip  on  Monday,  two  days  after  an  unprecedented  assault  by  Hamas  militants,  who  killed  more  than  1,000  people,  many  of  them  civilians.
",israel,ACTIVE
971,576,"As bombs fall and border crossings close, Gazans have nowhere to run",10/10/2023,"
Israel  has  pounded  Gaza  with  airstrikes  for  four  days,  killing  more  than  900  people,  according  to  the  Palestinian  Health  Ministry. ",palestine,ACTIVE
972,576,"As bombs fall and border crossings close, Gazans have nowhere to run",10/10/2023,"
At  least  six  journalists  have  been  killed  in  the  enclave  since  Saturday,  according  to  the  Committee  to  Protect  Journalists. ",palestine,PASSIVE
973,576,"As bombs fall and border crossings close, Gazans have nowhere to run",10/10/2023,"
His  news  outlet  later  announced  that  he  had  died  from  his  injuries. ",palestine,ACTIVE
974,578,"Questions swirl about hostages, captors after invasion",10/11/2023," 
Hamas,  the  militant  group  that  invaded  Israel  in  a  surprise  attack  Saturday,  killed  and  captured  people  after  an  unprecedented  infiltration  into  the  south  of  the  country. ",israel,ACTIVE
975,578,"Questions swirl about hostages, captors after invasion",10/11/2023,"
Biden  also  said  at  least  11  American  citizens  had  been  killed  in  the  war  so  far,  ""many  of  whom  had  made  a  second  home  in  Israel."" ",israel,PASSIVE
976,578,"Questions swirl about hostages, captors after invasion",10/11/2023," Other  foreign  nationals  also  have  been  killed,  including  at  least  four  people  from  France,  18  from  Thailand  and  at  least  10  Nepalese  nationals.
",israel,PASSIVE
977,579,"Amid so much death, Israelis struggle to lay their loved ones to rest",10/9/2023,"
At  least  900  people  have  been  killed,  the  Israeli  military  said  Monday. ",israel,PASSIVE
978,579,"Amid so much death, Israelis struggle to lay their loved ones to rest",10/9/2023,"
Seventeen  of  his  friends  and  neighbors  were  killed  in  the  attacks  Saturday. ",israel,PASSIVE
979,579,"Amid so much death, Israelis struggle to lay their loved ones to rest",10/9/2023," For  the  families  of  those  killed,  waiting  to  lay  them  to  rest  has  been  painful.
",israel,
980,579,"Amid so much death, Israelis struggle to lay their loved ones to rest",10/9/2023," At  one  cemetery  in  Jerusalem  on  Monday,  back-to-back  funerals  were  held  for  soldiers  killed  in  the  attacks.
",israel,
981,579,"Amid so much death, Israelis struggle to lay their loved ones to rest",10/9/2023, He  was  killed  Saturday  at  the  Holit  Kibbutz  in  the  first  wave  of  attacks. ,israel,PASSIVE
982,581,U.S.-approved humanitarian aid faces hurdles to reach desperate Gazans,10/20/2023," Those  deliveries  stopped  entirely  when  Israeli  and  Egyptian  border  crossings  into  Gaza  were  closed  after  Hamas  militants  killed  at  least  1,400  people  in  a  surprise  assault  on  Israeli  border  communities  on  Oct.  7.
",israel,ACTIVE
983,581,U.S.-approved humanitarian aid faces hurdles to reach desperate Gazans,10/20/2023,"
Almost  two  weeks  of  heavy  Israeli  airstrikes  have  killed  more  than  3,000  Palestinians,  leveled  whole  neighborhoods,  and  pushed  the  health  system  in  Gaza  on  the  verge  of  collapse. ",palestine,ACTIVE
984,581,U.S.-approved humanitarian aid faces hurdles to reach desperate Gazans,10/20/2023," The  World  Health  Organization  has  recorded  at  least  59  attacks  on  medical  infrastructure  since  Oct.  7,  killing  16  health  workers,  wounding  28  more  and  pushing  four  hospitals  out  of  service.
",palestine,ACTIVE
985,581,U.S.-approved humanitarian aid faces hurdles to reach desperate Gazans,10/20/2023," The  Palestinian  news  agency  WAFA  reported  Wednesday  that  Israeli  warplanes  bombed  five  bakeries  in  different  locations,  killing  dozens  of  people  and  injuring  hundreds  as  they  lined  up  to  buy  bread. ",palestine,ACTIVE
986,581,U.S.-approved humanitarian aid faces hurdles to reach desperate Gazans,10/20/2023," Medics  and  aid  workers  have  also  been  killed  in  their  off-duty  hours,  sometimes  as  they  left  work  to  check  on  their  families.
",palestine,PASSIVE
987,583,Biden confronts hate at home fed by war abroad,10/19/2023," That  includes  his  trip  Wednesday  to  Tel  Aviv,  a  show  of  support  after  the  bloody  rampage  in  which  Hamas  slaughtered  at  least  1,300  Israeli  civilians  and  soldiers  and  took  scores  of  hostages.
",israel,ACTIVE
988,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023," Israel  formally  declares  war  against  Hamas  as  more  than  1,000  killed  on  both  sides  T-I-T-L-E-E-N-D.  ",both,ACTIVE
989,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023," 
SDEROT,  Israel  —  Israel  formally  declared  war  against  the  Palestinian  militant  group  Hamas  on  Sunday  as  it  reeled  from  a  surprise  attack  that  killed  more  than  700  people,  opening  the  way  for  a  major  escalation  in  fighting  that  already  threatened  to  engulf  the  region. ",israel,ACTIVE
990,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023," A  swelling  counterattack  by  Israeli  forces  in  Gaza  also  killed  more  than  400  people,  including  78  children,  as  residents  braced  for  a  more  punishing  campaign  that  some  feared  would  include  an  Israeli  ground  invasion.
",palestine,ACTIVE
991,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023," Dozens  more  were  taken  hostage  and  transferred  to  the  Gaza  Strip,  where  local  health  authorities  said  late  Sunday  that  413  people  had  been  killed  so  far  in  Israeli  military  strikes.
",palestine,PASSIVE
992,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023,"
Foreign  nationals  were  among  those  killed  and  captured  in  Israel. ",israel,
993,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023,"
In  Alexandria,  Egypt,  two  Israeli  tourists  and  their  Egyptian  guide  were  shot  and  killed,  Israel's  Foreign  Ministry  said,  blaming  the  attack  on  a  ""local  individual."" ",israel,PASSIVE
994,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023,"
In  Alexandria,  Egypt,  two  Israeli  tourists  and  their  Egyptian  guide  were  shot  and  killed,  Israel's  Foreign  Ministry  said,  blaming  the  attack  on  a  ""local  individual."" ",israel,
995,584,"Israel formally declares war against Hamas as more than 1,000 killed on both sides",10/8/2023,"
Egyptian  media  outlets  reported  that  the  gunman  was  an  Egyptian  policeman,  who  shot  the  group  as  they  toured  Pompey's  Pillar,  an  ancient  Roman  site. ",israel,ACTIVE
996,585,"Palestinian American boy stabbed to death in hate crime, sheriff says",10/16/2023,"
The  attack  came  a  week  after  Hamas  militants  raided  communities  in  southern  Israel,  killing  at  least  1,400  people  there  and  injuring  more  than  3,842,  authorities  said. ",israel,ACTIVE
997,585,"Palestinian American boy stabbed to death in hate crime, sheriff says",10/16/2023," Palestinian  officials  said  2,670  people  in  Gaza  have  been  killed  and  9,600  wounded  after  Israel  began  a  bombing  campaign  ahead  of  an  expected  ground  invasion.
",palestine,PASSIVE
998,586,"Resentment, anger grow in West Bank",10/19/2023,"
The  militant  group's  Oct.  7  rampage  across  southern  Israel,  which  killed  at  least  1,400  people,  and  the  intensifying  war  in  Gaza  have  united  Palestinians  across  political  and  geographical  lines  -  leaving  their  leaders  in  the  West  Bank  struggling  to  maintain  control  and  contain  calls  for  violent  resistance.
",israel,ACTIVE
999,586,"Resentment, anger grow in West Bank",10/19/2023," At  least  two  Palestinians  were  killed  in  a  town  outside  Ramallah.
",palestine,PASSIVE
1000,586,"Resentment, anger grow in West Bank",10/19/2023," More  than  3,000  Gazans  have  been  killed  in  Israeli  airstrikes  since  Oct.  7,  and  hundreds  of  thousands  have  been  displaced.
",palestine,PASSIVE
1001,586,"Resentment, anger grow in West Bank",10/19/2023,"
Over  the  same  period,  Israeli  soldiers  and  settlers  have  killed  more  than  60  Palestinians  in  the  West  Bank  and  injured  more  than  1,300,  according  to  the  Palestinian  Health  Ministry. ",palestine,ACTIVE
1002,586,"Resentment, anger grow in West Bank",10/19/2023,"
""We  see  our  children  dying  before  us  in  Gaza,""  he  said. ",palestine,ACTIVE
1003,588,"Israel-Gaza war live updates: World is at an ‘inflection point in history,’ Biden says in rare Oval Office speech",10/19/2023,"
At  least  1,400  people  in  Israel  have  been  killed  and  more  than  4,500  injured  since  the  unprecedented  cross-border  Hamas  attack  on  Oct.  7,  Israeli  authorities  said. ",israel,PASSIVE
1004,588,"Israel-Gaza war live updates: World is at an ‘inflection point in history,’ Biden says in rare Oval Office speech",10/19/2023," Palestinian  officials  said  3,785  people  in  Gaza  have  been  killed  and  more  than  12,400  wounded. ",palestine,PASSIVE
1005,588,"Israel-Gaza war live updates: World is at an ‘inflection point in history,’ Biden says in rare Oval Office speech",10/19/2023," At  least  32  U.S.  nationals  have  died,  with  11  unaccounted  for. ",israel,ACTIVE
1006,591,Hamas releases two U.S. hostages,10/21/2023," I  feel  their  pain  while  they  watch  as  their  children  get  killed,""  said  Haidy  Mohsen,  38,  a  freelance  artist  in  the  Egyptian  capital.
",palestine,PASSIVE
1007,591,Hamas releases two U.S. hostages,10/21/2023,"
Israeli  strikes  have  killed  4,137  people  in  Gaza  and  wounded  more  than  13,200,  Palestinian  officials  say. ",palestine,ACTIVE
1008,591,Hamas releases two U.S. hostages,10/21/2023," At  least  1,400  people  in  Israel  have  been  killed  and  more  than  4,500  injured  since  the  Oct.  7  attack,  Israeli  officials  say. ",israel,PASSIVE
1009,595,The ravages of war in Gaza,10/15/2023," We  are  left  with  indelible  images  -  a  festivalgoer,  hiding  in  terror  behind  a  car,  executed  by  Hamas  in  cold  blood;  innocents  being  hauled  away  in  support  of  Hamas's  preferred  method  of  bolstering  its  own  tenuous  security  model,  to  become  human  shields  the  way  it  uses  its  own  population  in  lieu  of  captives  in  a  futile  attempt  to  secure  some  level  of  cover.
",israel,
1010,595,The ravages of war in Gaza,10/15/2023,"

Over  the  past  week,  thousands  of  Israelis  and  Palestinians  have  been  killed  or  injured  as  a  result  of  senseless  violence  and  bloodshed. ",both,PASSIVE
