article_index,article_title,article_date,sentence,category,auto_tagged_voice
614,"In Israel, Tradition Requires 10 to Attend a Funeral. Hundreds Came. Thousands of people have attended funerals of people they never knew over the past few days. 'It's part of the DNA.'",2023-10-13,"
At  another  funeral  in  Netanya  on  Friday,  the  mother  of  Daniel  Cohen,  25,  who  was  also  killed  at  the  music  festival,  screamed  that  Hamas  killed  her  daughter  and  that  the  state  didn't  protect  her,  as  people  on  both  sides  held  her  up  from  each  side.
",israel,PASSIVE
614,"In Israel, Tradition Requires 10 to Attend a Funeral. Hundreds Came. Thousands of people have attended funerals of people they never knew over the past few days. 'It's part of the DNA.'",2023-10-13,"
At  another  funeral  in  Netanya  on  Friday,  the  mother  of  Daniel  Cohen,  25,  who  was  also  killed  at  the  music  festival,  screamed  that  Hamas  killed  her  daughter  and  that  the  state  didn't  protect  her,  as  people  on  both  sides  held  her  up  from  each  side.
",israel,ACTIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09,"
For  Ohayon,  the  fight  is  personal:  On  Saturday,  he  found  the  body  of  a  friend  from  Jerusalem  among  those  killed  by  Hamas  fighters  at  a  desert  dance  party.
",israel,
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09,"
At  least  900  Israelis  were  killed  during  the  weekend  assault,  according  to  state  broadcaster  Kan.. ",israel,PASSIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09," Smoke  rose  from  the  smoldering  rubble  of  the  city  police  station,  where  Israeli  security  forces  had  used  a  bulldozer  to  raze  the  building  over  the  weekend  and  kill  a  small  group  of  Palestinian  fighters  who  had  made  a  last  stand  inside.
",palestine,ACTIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09,"
He  said  dozens  were  killed  in  Sderot,  including  friends  and  neighbors. ",israel,PASSIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09,"
Meanwhile,  the  White  House  said  at  least  11  Americans  had  been  killed  in  the  conflict,  with  other  U.S.  citizens  unaccounted  for.
",israel,PASSIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09, He  claimed  that  Israeli  bombing  had  already  killed  four  hostages  held  by  his  group;  it  wasn't  possible  to  verify  his  claim. ,israel,ACTIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09,"
In  Beit  Hanoun,  a  family  of  20  people  including  women  and  children,  were  all  killed,  said  Marouf. ",palestine,PASSIVE
619,Israel Goes on Offensive Against Hamas as U.S. Warns Hezbollah Not to Engage; Hamas threatens to execute hostages in response to Israeli bombardment of civilians,2023-10-09," They  killed  hundreds  of  civilians  and  soldiers,  and  took  scores  more  back  into  Gaza  as  hostages.
",israel,ACTIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14,"
Documents  recovered  from  the  bodies  of  dead  militants  at  the  sites  of  attacks  that  killed  more  than  1,300  Israelis  point  to  a  deliberate  strategy  to  massacre  civilians,  Israeli  officials  said.
",israel,ACTIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14,"
The  documents  and  maps—retrieved  in  areas  where  attackers  were  killed  by  local  defenders  or  Israeli  soldiers—indicate  that  Hamas,  which  governs  the  Gaza  Strip,  had  amassed  significant  intelligence  about  its  targets  and  had  developed  detailed  plans  for  assaulting  them.
",palestine,PASSIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14,"
In  Kfar  Aza,  across  the  road  from  Sa'ad,  around  70  fighters  from  Hamas  killed  dozens  of  members  of  the  700-strong  community. ",israel,ACTIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14,"
In  Alumim,  down  the  road  from  Sa'ad,  the  local  protection  force  fought  back  against  dozens  of  Hamas  attackers,  and  with  military  help,  killed  around  20,  preventing  deaths  on  the  scale  witnessed  in  other  nearby  communities,  said  Tzvika  Blumstein,  a  manager  of  the  kibbutz.
",palestine,ACTIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14," There,  they  immediately  killed  some  of  the  workers  in  their  beds,  according  to  Blumstein.
",israel,ACTIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14,"
Others  were  taken  to  a  different  location  and  had  their  hands  bound  before  being  executed,  said  Blumstein. ",israel,PASSIVE
620,Hamas Fighters' Orders: 'Kill as Many People as Possible'; Documents found on dead militants in Israel indicate massacres were a central objective,2023-10-14," In  total,  the  Hamas  attackers  killed  16  workers  living  on  the  kibbutz. ",israel,ACTIVE
621,"Gaza Residents Brace for Israeli Offensive After Evacuation Demand; Netanyahu says Israel will eliminate Hamas, as U.N. warns mass relocation to enclave's south would be disastrous",2023-10-13,"
The  air  force  said  it  had  targeted  about  6,000  bombs  at  Hamas  in  Gaza  since  the  group  killed  some  1,300  people  in  Israel  over  the  weekend. ",israel,ACTIVE
621,"Gaza Residents Brace for Israeli Offensive After Evacuation Demand; Netanyahu says Israel will eliminate Hamas, as U.N. warns mass relocation to enclave's south would be disastrous",2023-10-13," Gaza  health  authorities  say  about  1,900  Palestinians  have  been  killed—more  than  half  of  them  women  and  children—since  the  start  of  Israel's  bombardment.
",palestine,PASSIVE
621,"Gaza Residents Brace for Israeli Offensive After Evacuation Demand; Netanyahu says Israel will eliminate Hamas, as U.N. warns mass relocation to enclave's south would be disastrous",2023-10-13,"
Hamas's  military  wing  said  Friday  that  the  Israeli  bombing  campaign  killed  13  of  around  100  civilians  and  soldiers  the  group  abducted  from  Israel  over  the  weekend. ",israel,ACTIVE
621,"Gaza Residents Brace for Israeli Offensive After Evacuation Demand; Netanyahu says Israel will eliminate Hamas, as U.N. warns mass relocation to enclave's south would be disastrous",2023-10-13,"
Violence  is  also  spilling  into  the  West  Bank  and  East  Jerusalem,  where  demonstrations  in  support  of  Gazans  have  led  to  confrontations  with  Israeli  forces  and  settlers,  who  have  killed  dozens  of  Palestinians  and  injured  more  than  700,  according  to  the  U.N.

Austin  declined  to  say  Friday  if  the  U.S.  would  take  pre-emptive  action  against  Hezbollah  militants  amid  speculation  that  the  U.S.  could  enter  the  conflict.
",palestine,ACTIVE
623,Israel Sought to Contain Hamas for Years. Now It Faces a Potentially Costly Fight to Eliminate It. Hamas's attack on Israel upends a carrots-and-sticks policy toward the Palestinian militant group,2023-10-10,"
After  last  weekend's  deadly  attacks  ,  which  killed  hundreds  of  Israeli  civilians,  policy  makers  are  adopting  a  new  approach  toward  a  group  that  the  U.S.  and  Israel  have  designated  a  terrorist  organization  :  eradication.
",israel,ACTIVE
625,"Biden's Trip to Israel Carries Risks for U.S. Policy—and His Own Legacy; Visit raises political and diplomatic stakes for president, who vowed an end to 'forever wars'",2023-10-17,"
An  explosion  at  a  hospital  in  Gaza  killed  hundreds,  with  Hamas  blaming  it  on  an  Israeli  airstrike. ",palestine,ACTIVE
625,"Biden's Trip to Israel Carries Risks for U.S. Policy—and His Own Legacy; Visit raises political and diplomatic stakes for president, who vowed an end to 'forever wars'",2023-10-17, Some  Democrats  are  criticizing  Israel's  airstrikes  that  have  killed  Palestinians  in  Gaza  and  have  expressed  concerns  about  the  president's  staunch  support  for  Israel  ahead  of  a  ground  offensive. ,palestine,ACTIVE
626,The Gaza Hospital and the Missing Aid,2023-10-18," 
On  Tuesday  a  blast  at  a  hospital  in  Gaza  City  reportedly  killed  hundreds  of  people. ",palestine,ACTIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18," Blast  at  Gaza  Hospital  Kills  More  Than  500,  Palestinian  Officials  Say;  As  he  traveled  to  Israel,  Biden  said  he  was  'outraged  and  deeply  saddened  by  the  explosion'  T-I-T-L-E-E-N-D.  ",palestine,ACTIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18," 
An  explosion  rocked  a  hospital  in  Gaza  on  Tuesday,  killing  hundreds  in  one  of  the  deadliest  single  incidents  of  violence  in  the  strip  —hours  before  President  Biden  was  expected  to  visit  Israel  in  a  show  of  support  .
",palestine,ACTIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18,"
Hamas  and  Palestinian  officials  blamed  Israel  and  said  at  least  500  people  were  killed  . ",palestine,PASSIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18,"
Israeli  shelling  on  Tuesday  hit  a  U.N.  school  serving  as  a  shelter  for  4,000  people,  killing  at  least  six  people  and  injuring  dozens,  the  U.N.  Relief  and  Works  Agency  said  Tuesday.
",palestine,ACTIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18,"
In  a  sign  of  the  toll  the  bombardment  is  taking  on  the  group,  Hamas  said  Tuesday  that  the  commander  of  the  central  brigade  of  its  military  wing,  Ayman  Nofal  ""Abu  Ahmed,""  had  been  killed  in  an  Israeli  airstrike. ",palestine,PASSIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18," In  its  Oct.  7  attack,  Hamas  killed  at  least  1,400  Israelis  and  took  hostages  ,  according  to  Israeli  authorities.
",israel,ACTIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18," It  is  unclear  if  that  includes  about  22  hostages  that  Hamas  says  have  been  killed  during  Israeli  airstrikes.
",israel,PASSIVE
628,"Blast at Gaza Hospital Kills More Than 500, Palestinian Officials Say; As he traveled to Israel, Biden said he was 'outraged and deeply saddened by the explosion'",2023-10-18,"
""Children  are  dying. ",palestine,ACTIVE
